AWS Account Id,Severity,Fix Available,Finding Type,Title,Description,Finding ARN,First Seen,Last Seen,Last Updated,Resource ID,Container Image Tags,Region,Platform,Resource Tags,Affected Packages,Package Installed Version,Fixed in Version,Package Remediation,File Path,Network Paths,Age (Days),Remediation,Inspector Score,Inspector Score Vector,Status,VulnerabilityId,Package Names,Vendor,Vendor severity,Vendor Advisory,Vendor Advisory Published,NVD CVSS4 Score,NVD CVSS4 Vector,NVD CVSS3 Score,NVD CVSS3 Vector,NVD CVSS2 Score,NVD CVSS2 Vector,Vendor CVSS4 Score,Vendor CVSS4 Vector,Vendor CVSS3 Score,Vendor CVSS3 Vector,Vendor CVSS2 Score,Vendor CVSS2 Vector,Resource Type,Ami,Resource Public Ipv4,Resource Private Ipv4,Resource Ipv6,Resource Platform,Resource Size,Resource Vpc,Port Range,Epss Score,Exploit Available,Last Exploited At,Lambda Layers,Lambda Package Type,Lambda Last Updated At,Reference Urls,Detector Name,Package Manager,Image Last In Use At,Image In Use Count,Provider,Provider Account Id,Provider Region,VM Image Reference,Image Registry,Image Digest,Serverless Function Name,Serverless Function Runtime
123456789012,LOW,YES,PACKAGE_VULNERABILITY,CVE-2026-6995 - systemd,systemd is vulnerable to CVE-2026-6995. A remote attacker could exploit this to compromise the affected container image.,arn:aws:inspector2:ap-southeast-2:123456789012:finding/093c8203999873d714338dadce9e3ec1,2026-03-31T07:02:37.000Z,2026-04-18T07:02:37.000Z,2026-04-21T07:02:37.000Z,arn:aws:ecr:ap-southeast-2:123456789012:repository/notification-service/sha256:605676a7c4a78489ab35e8c33d27dc8216c0173b8939a929e8b3ec8bf1f1faf4,sha-fd10190,ap-southeast-2,,Repository=notification-service,systemd,245.4-4ubuntu3.20,245.4-4ubuntu3.22,Rebuild image with updated systemd package,/app/node_modules/systemd/package.json,,159,Update systemd to 245.4-4ubuntu3.22,2.2,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,ACTIVE,CVE-2026-6995,systemd,Amazon Linux,Low,Amazon Linux-SA-2023-214,2026-03-28T07:02:37.000Z,,,3.4,CVSS:3.1/AV:A/AC:H/PR:N/UI:R/S:C/C:H/I:L/A:H,,,,,3.7,CVSS:3.1/AV:A/AC:H/PR:H/UI:R/S:C/C:L/I:N/A:N,,,AWS_ECR_CONTAINER_IMAGE,,,,,,,,,0.66431,NO,,,,,https://www.cve.org/CVERecord?id=CVE-2026-6995,Amazon Inspector container image scan,GEMSPEC,,0,,,,,123456789012.dkr.ecr.ap-southeast-2.amazonaws.com/notification-service,sha256:605676a7c4a78489ab35e8c33d27dc8216c0173b8939a929e8b3ec8bf1f1faf4,,
234567890123,INFORMATIONAL,YES,PACKAGE_VULNERABILITY,CVE-2022-16761 - expat,expat is vulnerable to CVE-2022-16761. A remote attacker could exploit this to compromise the affected container image.,arn:aws:inspector2:ap-southeast-2:234567890123:finding/0af760f3bb7def9872baae81306d5316,2026-03-02T00:59:37.000Z,2026-03-10T00:59:37.000Z,2026-03-12T00:59:37.000Z,arn:aws:ecr:ap-southeast-2:234567890123:repository/inventory-service/sha256:ca2c1f75c2535fcdee8461993460ea62a6bad0c8da9c5f62e53566f0e98dd5cb,v4.0.0,ap-southeast-2,,Repository=inventory-service,expat,2.2.9-1ubuntu0.6,2.2.9-1ubuntu0.7,Rebuild image with updated expat package,/app/node_modules/expat/package.json,,188,Update expat to 2.2.9-1ubuntu0.7,0.8,CVSS:3.1/AV:A/AC:H/PR:N/UI:R/S:U/C:L/I:H/A:H,CLOSED,CVE-2022-16761,expat,Amazon Linux,Informational,Amazon Linux-SA-2026-234,2026-02-24T00:59:37.000Z,,,0.4,CVSS:3.1/AV:A/AC:H/PR:H/UI:R/S:U/C:N/I:N/A:N,,,,,0.7,CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:C/C:L/I:H/A:L,,,AWS_ECR_CONTAINER_IMAGE,,,,,,,,,0.5624,NO,,,,,https://www.cve.org/CVERecord?id=CVE-2022-16761,Amazon Inspector container image scan,PYTHONPKG,2026-08-31T19:58:37.000Z,1,,,,,234567890123.dkr.ecr.ap-southeast-2.amazonaws.com/inventory-service,sha256:ca2c1f75c2535fcdee8461993460ea62a6bad0c8da9c5f62e53566f0e98dd5cb,,
123456789012,CRITICAL,NO,PACKAGE_VULNERABILITY,CVE-2022-47817 - glibc,glibc is vulnerable to CVE-2022-47817. A remote attacker could exploit this to compromise the affected container image.,arn:aws:inspector2:us-east-1:123456789012:finding/184452a6b5f597ad68ab5345c978e117,2026-07-28T19:01:37.000Z,2026-08-22T19:01:37.000Z,2026-08-24T19:01:37.000Z,arn:aws:ecr:us-east-1:123456789012:repository/notification-service/sha256:1b381801436468c4c2a8ea639fd8de04f727e3b962976154f363e43e0d1aa075,v2.1.5,us-east-1,,Repository=notification-service,glibc,2.31-0ubuntu9.9,,None Provided,/app/node_modules/glibc/package.json,,39,None Provided,9.5,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:U/C:N/I:H/A:N,ACTIVE,CVE-2022-47817,glibc,Amazon Linux,Critical,Amazon Linux-SA-2022-841,2026-07-22T19:01:37.000Z,,,9.7,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:C/C:N/I:N/A:N,,,,,9.1,CVSS:3.1/AV:A/AC:L/PR:L/UI:N/S:U/C:N/I:L/A:N,,,AWS_ECR_CONTAINER_IMAGE,,,,,,,,,0.29643,YES,2026-08-22T19:01:37.000Z,,,,https://www.cve.org/CVERecord?id=CVE-2022-47817,Amazon Inspector container image scan,JAR,,0,,,,,123456789012.dkr.ecr.us-east-1.amazonaws.com/notification-service,sha256:1b381801436468c4c2a8ea639fd8de04f727e3b962976154f363e43e0d1aa075,,
234567890123,LOW,YES,PACKAGE_VULNERABILITY,CVE-2023-18156 - systemd,systemd is vulnerable to CVE-2023-18156. A remote attacker could exploit this to compromise the affected package.,arn:aws:inspector2:eu-west-1:234567890123:finding/0def376689fc4d6696d5d40987e7be20,2026-06-25T05:50:36.000Z,2026-07-14T05:50:36.000Z,2026-07-17T05:50:36.000Z,i-07853c1f76eb9770,,eu-west-1,DEBIAN_12,Name=host-007;Environment=staging;Team=data,systemd,245.4-4ubuntu3.20,245.4-4ubuntu3.22,apt-get update && apt-get install --only-upgrade systemd,,,73,Update systemd to 245.4-4ubuntu3.22,3.8,CVSS:3.1/AV:A/AC:L/PR:L/UI:R/S:U/C:H/I:L/A:H,CLOSED,CVE-2023-18156,systemd,Debian,Low,Debian-SA-2025-754,2026-06-15T05:50:36.000Z,,,1.5,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:L,,,,,1.6,CVSS:3.1/AV:A/AC:L/PR:N/UI:R/S:C/C:L/I:L/A:H,,,AWS_EC2_INSTANCE,ami-06ca828bca038581,58.176.160.112,10.59.197.231,,DEBIAN_12,t3.large,vpc-0681d06bd2aa399d,,0.33387,NO,,,,,https://www.cve.org/CVERecord?id=CVE-2023-18156,Amazon Inspector OS package vulnerability scan,OS,,,,,,,,,,
234567890123,MEDIUM,YES,PACKAGE_VULNERABILITY,CVE-2024-41535 - requests,requests is vulnerable to CVE-2024-41535. A remote attacker could exploit this to compromise the affected container image.,arn:aws:inspector2:ap-southeast-2:234567890123:finding/1090d8794b55537f6079198e5239a202,2026-04-13T19:28:37.000Z,2026-05-04T19:28:37.000Z,2026-05-06T19:28:37.000Z,arn:aws:ecr:ap-southeast-2:234567890123:repository/recommendation-engine/sha256:bb16749afa17a020eb285d915b98ad78b5cb29043fb3bd6a2b723aab4328a4d0,v4.8.17,ap-southeast-2,,Repository=recommendation-engine,requests,2.25.1,2.31.0,Rebuild image with updated requests package,/app/node_modules/requests/package.json,,145,Update requests to 2.31.0,6.0,CVSS:3.1/AV:A/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:N,CLOSED,CVE-2024-41535,requests,Amazon Linux,Medium,Amazon Linux-SA-2022-496,2026-04-12T19:28:37.000Z,,,6.1,CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:C/C:L/I:L/A:H,,,,,6.0,CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:L/I:N/A:L,,,AWS_ECR_CONTAINER_IMAGE,,,,,,,,,0.14318,NO,,,,,https://www.cve.org/CVERecord?id=CVE-2024-41535,Amazon Inspector container image scan,NODEPKG,2026-09-03T13:01:37.000Z,3,,,,,234567890123.dkr.ecr.ap-southeast-2.amazonaws.com/recommendation-engine,sha256:bb16749afa17a020eb285d915b98ad78b5cb29043fb3bd6a2b723aab4328a4d0,,
123456789012,HIGH,NO,NETWORK_REACHABILITY,Network path leads to instance port that is unrestricted,The EC2 instance is reachable from the internet on an open port with no restricting security group rule.,arn:aws:inspector2:us-west-2:123456789012:finding/b8e7e537512c409efccebc8d5f4162b9,2026-07-19T03:00:36.000Z,2026-07-22T03:00:36.000Z,2026-08-06T03:00:36.000Z,i-0dc06edc0668235b,,us-west-2,DEBIAN_12,Name=host-044;Environment=prod;Team=core,,,,,,,49,Restrict the security group to only allow required source IP ranges.,,,ACTIVE,,,,,,,,,,,,,,,,,,,AWS_EC2_INSTANCE,ami-0a6e38facc3bbe59,51.192.153.96,10.43.68.81,,DEBIAN_12,m5.xlarge,vpc-037935b4cd4cd5f5,22/22,,,,,,,,Amazon Inspector network reachability scan,,,,,,,,,,,
123456789012,MEDIUM,YES,PACKAGE_VULNERABILITY,CVE-2022-38506 - jackson-databind,jackson-databind is vulnerable to CVE-2022-38506. A remote attacker could exploit this to compromise the affected container image.,arn:aws:inspector2:ap-southeast-2:123456789012:finding/1854f2d90fb2d00a3e5ddcd4538da71a,2026-03-26T02:41:37.000Z,2026-04-17T02:41:37.000Z,2026-04-17T02:41:37.000Z,arn:aws:ecr:ap-southeast-2:123456789012:repository/video-transcoder/sha256:309179c7b68f99587d870046e2cdaa4f937db06e3b59451809e1d0bf78fb9276,sha-8e92780,ap-southeast-2,,Repository=video-transcoder,jackson-databind,2.13.1,2.13.4.2,Rebuild image with updated jackson-databind package,/app/node_modules/jackson-databind/package.json,,164,Update jackson-databind to 2.13.4.2,6.4,CVSS:3.1/AV:A/AC:H/PR:L/UI:N/S:C/C:N/I:N/A:H,ACTIVE,CVE-2022-38506,jackson-databind,Amazon Linux,Medium,Amazon Linux-SA-2022-663,2026-03-17T02:41:37.000Z,,,5.5,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:N,,,,,6.0,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:C/C:L/I:H/A:N,,,AWS_ECR_CONTAINER_IMAGE,,,,,,,,,0.69057,YES,2026-04-17T02:41:37.000Z,,,,https://www.cve.org/CVERecord?id=CVE-2022-38506,Amazon Inspector container image scan,GEMSPEC,,0,,,,,123456789012.dkr.ecr.ap-southeast-2.amazonaws.com/video-transcoder,sha256:309179c7b68f99587d870046e2cdaa4f937db06e3b59451809e1d0bf78fb9276,,
234567890123,INFORMATIONAL,YES,PACKAGE_VULNERABILITY,CVE-2024-32318 - requests,requests is vulnerable to CVE-2024-32318. A remote attacker could exploit this to compromise the affected package.,arn:aws:inspector2:us-west-2:234567890123:finding/c0b1038094a7f66fff635c24442f257d,2026-07-20T10:04:36.000Z,2026-08-07T10:04:36.000Z,2026-08-10T10:04:36.000Z,i-0f6e3490cacaead4,,us-west-2,DEBIAN_12,Name=host-042;Environment=staging;Team=core,requests,2.25.1,2.31.0,apt-get update && apt-get install --only-upgrade requests,,,47,Update requests to 2.31.0,0.3,CVSS:3.1/AV:L/AC:H/PR:N/UI:R/S:C/C:N/I:L/A:N,ACTIVE,CVE-2024-32318,requests,Debian,Informational,Debian-SA-2024-800,2026-07-13T10:04:36.000Z,,,0.3,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:C/C:L/I:H/A:N,,,,,0.6,CVSS:3.1/AV:L/AC:L/PR:L/UI:R/S:U/C:N/I:H/A:H,,,AWS_EC2_INSTANCE,ami-09a6fa5ca9f7ac8c,75.102.92.175,10.13.236.242,,DEBIAN_12,m5.xlarge,vpc-06e92df49784dc2e,,0.25894,YES,,,,,https://www.cve.org/CVERecord?id=CVE-2024-32318,Amazon Inspector OS package vulnerability scan,OS,,,,,,,,,,
234567890123,MEDIUM,NO,PACKAGE_VULNERABILITY,CVE-2023-20813 - node,node is vulnerable to CVE-2023-20813. A remote attacker could exploit this to compromise the affected container image.,arn:aws:inspector2:ap-southeast-2:234567890123:finding/cbc39d4327cebf8255fdf0889f2c9271,2026-06-06T08:29:36.000Z,2026-06-29T08:29:36.000Z,2026-06-29T08:29:36.000Z,arn:aws:ecr:ap-southeast-2:234567890123:repository/notification-service/sha256:f1460f21ac910de93bcfa490f83ab0eafd89c75393c958196cb9a22d11544dad,v3.5.3,ap-southeast-2,,Repository=notification-service,node,18.16.0,,None Provided,/usr/lib/node/node.so,,91,None Provided,5.2,CVSS:3.1/AV:A/AC:L/PR:H/UI:N/S:C/C:N/I:H/A:H,CLOSED,CVE-2023-20813,node,Debian,Medium,Debian-SA-2026-779,2026-06-02T08:29:36.000Z,,,4.2,CVSS:3.1/AV:A/AC:H/PR:H/UI:R/S:U/C:L/I:N/A:L,,,,,4.0,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:N/A:N,,,AWS_ECR_CONTAINER_IMAGE,,,,,,,,,0.30198,NO,,,,,https://www.cve.org/CVERecord?id=CVE-2023-20813,Amazon Inspector container image scan,OS,,0,,,,,234567890123.dkr.ecr.ap-southeast-2.amazonaws.com/notification-service,sha256:f1460f21ac910de93bcfa490f83ab0eafd89c75393c958196cb9a22d11544dad,,
123456789012,INFORMATIONAL,NO,PACKAGE_VULNERABILITY,CVE-2023-34147 - urllib3,urllib3 is vulnerable to CVE-2023-34147. A remote attacker could exploit this to compromise the affected package.,arn:aws:inspector2:eu-west-1:123456789012:finding/15b3d33b9143b9b99f044d19965f03b2,2026-07-05T15:30:36.000Z,2026-07-19T15:30:36.000Z,2026-07-20T15:30:36.000Z,i-002d4e518ca6eaac,,eu-west-1,RHEL_9,Name=host-010;Environment=dev;Team=payments,urllib3,1.26.4,,None Provided,,,62,None Provided,0.7,CVSS:3.1/AV:N/AC:H/PR:L/UI:R/S:C/C:L/I:L/A:L,ACTIVE,CVE-2023-34147,urllib3,Red Hat,Informational,Red Hat-SA-2026-136,2026-07-02T15:30:36.000Z,,,0.6,CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:U/C:H/I:L/A:N,,,,,0.5,CVSS:3.1/AV:L/AC:H/PR:L/UI:N/S:C/C:L/I:H/A:N,,,AWS_EC2_INSTANCE,ami-08d82f01b7210760,,10.122.64.122,,RHEL_9,t3.micro,vpc-036e8b5359309cc6,,0.86228,NO,,,,,https://www.cve.org/CVERecord?id=CVE-2023-34147,Amazon Inspector OS package vulnerability scan,OS,,,,,,,,,,
123456789012,LOW,YES,PACKAGE_VULNERABILITY,CVE-2024-27768 - requests,requests is vulnerable to CVE-2024-27768. A remote attacker could exploit this to compromise the affected container image.,arn:aws:inspector2:us-west-2:123456789012:finding/9e1899fd13ccdb822297e90da8f2c00f,2026-07-07T14:59:37.000Z,2026-07-30T14:59:37.000Z,2026-08-01T14:59:37.000Z,arn:aws:ecr:us-west-2:123456789012:repository/ml-inference/sha256:a94610f53fc6fdf50714987b2cfbc3e7b0bbb7a8883550d086a41359d60dc3f1,v4.6.7,us-west-2,,Repository=ml-inference,requests,2.25.1,2.31.0,Rebuild image with updated requests package,/app/node_modules/requests/package.json,,60,Update requests to 2.31.0,1.3,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:N/I:H/A:N,ACTIVE,CVE-2024-27768,requests,Ubuntu,Low,Ubuntu-SA-2023-673,2026-06-28T14:59:37.000Z,,,2.4,CVSS:3.1/AV:N/AC:H/PR:N/UI:N/S:C/C:H/I:N/A:H,,,,,2.3,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:U/C:L/I:H/A:N,,,AWS_ECR_CONTAINER_IMAGE,,,,,,,,,0.44219,NO,,,,,https://www.cve.org/CVERecord?id=CVE-2024-27768,Amazon Inspector container image scan,GEMSPEC,,0,,,,,123456789012.dkr.ecr.us-west-2.amazonaws.com/ml-inference,sha256:a94610f53fc6fdf50714987b2cfbc3e7b0bbb7a8883550d086a41359d60dc3f1,,
123456789012,LOW,YES,PACKAGE_VULNERABILITY,CVE-2026-6352 - urllib3,urllib3 is vulnerable to CVE-2026-6352. A remote attacker could exploit this to compromise the affected container image.,arn:aws:inspector2:us-east-1:123456789012:finding/1ccd5734eeb960583837de08b9d96f72,2026-05-02T04:27:36.000Z,2026-05-06T04:27:36.000Z,2026-05-06T04:27:36.000Z,arn:aws:ecr:us-east-1:123456789012:repository/payment-processor/sha256:aa01560eb083d94d180eb77dbc9755912e6c7a9e1911d74575cd8c52598a1f80,sha-2859bd5,us-east-1,,Repository=payment-processor,urllib3,1.26.4,1.26.18,Rebuild image with updated urllib3 package,/app/node_modules/urllib3/package.json,,127,Update urllib3 to 1.26.18,2.2,CVSS:3.1/AV:A/AC:H/PR:L/UI:R/S:C/C:N/I:L/A:L,ACTIVE,CVE-2026-6352,urllib3,Amazon Linux,Low,Amazon Linux-SA-2026-379,2026-04-26T04:27:36.000Z,,,3.6,CVSS:3.1/AV:N/AC:H/PR:L/UI:N/S:U/C:H/I:H/A:L,,,,,3.9,CVSS:3.1/AV:A/AC:H/PR:L/UI:N/S:C/C:H/I:N/A:N,,,AWS_ECR_CONTAINER_IMAGE,,,,,,,,,0.35226,YES,,,,,https://www.cve.org/CVERecord?id=CVE-2026-6352,Amazon Inspector container image scan,NODEPKG,,0,,,,,123456789012.dkr.ecr.us-east-1.amazonaws.com/payment-processor,sha256:aa01560eb083d94d180eb77dbc9755912e6c7a9e1911d74575cd8c52598a1f80,,
123456789012,LOW,NO,PACKAGE_VULNERABILITY,CVE-2023-13917 - perl-base,perl-base is vulnerable to CVE-2023-13917. A remote attacker could exploit this to compromise the affected container image.,arn:aws:inspector2:ap-southeast-2:123456789012:finding/f25f0cc89bdfc5cba34f1336d1c7f0aa,2026-08-12T18:39:36.000Z,2026-09-05T18:39:36.000Z,2026-09-07T18:39:36.000Z,arn:aws:ecr:ap-southeast-2:123456789012:repository/monitoring-exporter/sha256:0693fd0f36fff6c908e0841dc9fd6b870244c93a7a863f0b1542d4b7558090f9,v2.9.10,ap-southeast-2,,Repository=monitoring-exporter,perl-base,5.30.0-9ubuntu0.4,,None Provided,/app/node_modules/perl-base/package.json,,24,None Provided,2.9,CVSS:3.1/AV:A/AC:H/PR:L/UI:R/S:U/C:L/I:L/A:H,ACTIVE,CVE-2023-13917,perl-base,Ubuntu,Low,Ubuntu-SA-2022-858,2026-08-07T18:39:36.000Z,,,2.8,CVSS:3.1/AV:N/AC:L/PR:H/UI:R/S:U/C:L/I:L/A:N,,,,,2.4,CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:U/C:N/I:L/A:H,,,AWS_ECR_CONTAINER_IMAGE,,,,,,,,,0.05796,NO,,,,,https://www.cve.org/CVERecord?id=CVE-2023-13917,Amazon Inspector container image scan,PYTHONPKG,,0,,,,,123456789012.dkr.ecr.ap-southeast-2.amazonaws.com/monitoring-exporter,sha256:0693fd0f36fff6c908e0841dc9fd6b870244c93a7a863f0b1542d4b7558090f9,,
123456789012,LOW,YES,PACKAGE_VULNERABILITY,CVE-2025-3523 - systemd,systemd is vulnerable to CVE-2025-3523. A remote attacker could exploit this to compromise the affected container image.,arn:aws:inspector2:us-east-1:123456789012:finding/a37a00fe76a95a2ef7f67d7dcaaf8f35,2026-05-13T06:28:37.000Z,2026-06-07T06:28:37.000Z,2026-06-09T06:28:37.000Z,arn:aws:ecr:us-east-1:123456789012:repository/ml-inference/sha256:bacf98465058f9522b6b621e80e987937a8f526f6b468a96ad3324549534d96a,v3.3.9,us-east-1,,Repository=ml-inference,systemd,245.4-4ubuntu3.20,245.4-4ubuntu3.22,Rebuild image with updated systemd package,/app/node_modules/systemd/package.json,,116,Update systemd to 245.4-4ubuntu3.22,3.1,CVSS:3.1/AV:L/AC:H/PR:L/UI:R/S:C/C:N/I:N/A:H,CLOSED,CVE-2025-3523,systemd,Debian,Low,Debian-SA-2025-446,2026-05-11T06:28:37.000Z,,,2.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:H/A:L,,,,,2.9,CVSS:3.1/AV:L/AC:L/PR:L/UI:N/S:U/C:H/I:N/A:H,,,AWS_ECR_CONTAINER_IMAGE,,,,,,,,,0.33018,NO,,,,,https://www.cve.org/CVERecord?id=CVE-2025-3523,Amazon Inspector container image scan,NODEPKG,,0,,,,,123456789012.dkr.ecr.us-east-1.amazonaws.com/ml-inference,sha256:bacf98465058f9522b6b621e80e987937a8f526f6b468a96ad3324549534d96a,,
123456789012,MEDIUM,YES,PACKAGE_VULNERABILITY,CVE-2023-15927 - curl,curl is vulnerable to CVE-2023-15927. A remote attacker could exploit this to compromise the affected container image.,arn:aws:inspector2:ap-southeast-2:123456789012:finding/7d6cd28282e9967e91a0c16b813aaca1,2026-05-11T18:16:37.000Z,2026-05-16T18:16:37.000Z,2026-05-17T18:16:37.000Z,arn:aws:ecr:ap-southeast-2:123456789012:repository/web-app/sha256:60696e9122982a22d9ddadfae3edc2a4cec56d248604160c90a326c64bee0f19,v2.8.0,ap-southeast-2,,Repository=web-app,curl,7.68.0-1ubuntu2.18,7.68.0-1ubuntu2.20,Rebuild image with updated curl package,/app/node_modules/curl/package.json,,117,Update curl to 7.68.0-1ubuntu2.20,4.8,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:L,ACTIVE,CVE-2023-15927,curl,Ubuntu,Medium,Ubuntu-SA-2024-31,2026-05-06T18:16:37.000Z,,,6.2,CVSS:3.1/AV:N/AC:H/PR:H/UI:R/S:U/C:N/I:N/A:H,,,,,6.8,CVSS:3.1/AV:A/AC:L/PR:H/UI:N/S:U/C:N/I:H/A:H,,,AWS_ECR_CONTAINER_IMAGE,,,,,,,,,0.79751,NO,,,,,https://www.cve.org/CVERecord?id=CVE-2023-15927,Amazon Inspector container image scan,GEMSPEC,,0,,,,,123456789012.dkr.ecr.ap-southeast-2.amazonaws.com/web-app,sha256:60696e9122982a22d9ddadfae3edc2a4cec56d248604160c90a326c64bee0f19,,
234567890123,MEDIUM,YES,PACKAGE_VULNERABILITY,CVE-2023-5135 - libxml2,libxml2 is vulnerable to CVE-2023-5135. A remote attacker could exploit this to compromise the affected package.,arn:aws:inspector2:ap-southeast-2:234567890123:finding/615a2384d5b5e7143c50f200529df464,2026-06-16T17:54:36.000Z,2026-06-28T17:54:36.000Z,2026-06-30T17:54:36.000Z,i-082575ec87a171ac,,ap-southeast-2,AMAZON_LINUX_2023,Name=host-002;Environment=prod;Team=data,libxml2,2.9.10+dfsg-5ubuntu0.20.04.6,2.9.10+dfsg-5ubuntu0.20.04.8,apt-get update && apt-get install --only-upgrade libxml2,,,81,Update libxml2 to 2.9.10+dfsg-5ubuntu0.20.04.8,6.3,CVSS:3.1/AV:L/AC:H/PR:H/UI:R/S:C/C:N/I:N/A:H,ACTIVE,CVE-2023-5135,libxml2,Amazon Linux,Medium,Amazon Linux-SA-2022-611,2026-06-13T17:54:36.000Z,,,4.9,CVSS:3.1/AV:L/AC:H/PR:H/UI:N/S:C/C:L/I:L/A:N,,,,,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:H,,,AWS_EC2_INSTANCE,ami-0826a6fce48478dc,20.252.46.194,10.24.56.40,,AMAZON_LINUX_2023,m5.large,vpc-05d2cce8038a39d5,,0.45684,NO,,,,,https://www.cve.org/CVERecord?id=CVE-2023-5135,Amazon Inspector OS package vulnerability scan,OS,,,,,,,,,,
123456789012,HIGH,YES,PACKAGE_VULNERABILITY,CVE-2025-38932 - busybox,busybox is vulnerable to CVE-2025-38932. A remote attacker could exploit this to compromise the affected container image.,arn:aws:inspector2:eu-west-1:123456789012:finding/8823b213a85e5aae7031f4a957045f5f,2026-03-23T22:41:36.000Z,2026-04-04T22:41:36.000Z,2026-04-07T22:41:36.000Z,arn:aws:ecr:eu-west-1:123456789012:repository/logging-agent/sha256:3cff1705947006793f3aa0661706b8637e734b083fbe7454f147c631d508ded6,v2.0.8,eu-west-1,,Repository=logging-agent,busybox,1.35.0-r17,1.35.0-r29,Rebuild image with updated busybox package,/app/node_modules/busybox/package.json,,166,Update busybox to 1.35.0-r29,7.1,CVSS:3.1/AV:L/AC:H/PR:N/UI:N/S:C/C:N/I:L/A:H,ACTIVE,CVE-2025-38932,busybox,Alpine,High,Alpine-SA-2023-248,2026-03-21T22:41:36.000Z,,,8.8,CVSS:3.1/AV:N/AC:H/PR:N/UI:R/S:U/C:H/I:L/A:L,,,,,9.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:R/S:C/C:L/I:H/A:L,,,AWS_ECR_CONTAINER_IMAGE,,,,,,,,,0.11875,NO,,,,,https://www.cve.org/CVERecord?id=CVE-2025-38932,Amazon Inspector container image scan,PYTHONPKG,,0,,,,,123456789012.dkr.ecr.eu-west-1.amazonaws.com/logging-agent,sha256:3cff1705947006793f3aa0661706b8637e734b083fbe7454f147c631d508ded6,,
123456789012,MEDIUM,YES,PACKAGE_VULNERABILITY,CVE-2024-27382 - lodash,lodash is vulnerable to CVE-2024-27382. A remote attacker could exploit this to compromise the affected container image.,arn:aws:inspector2:us-west-2:123456789012:finding/17c09d23042e99fb90a356077a5a229a,2026-06-11T14:37:37.000Z,2026-06-24T14:37:37.000Z,2026-06-24T14:37:37.000Z,arn:aws:ecr:us-west-2:123456789012:repository/analytics-collector/sha256:272b6ca308b2420382de0abb0e0bf6f2572107c7d308782cdfab6d7647f3add5,v4.5.12,us-west-2,,Repository=analytics-collector,lodash,4.17.20,4.17.21,Rebuild image with updated lodash package,/app/node_modules/lodash/package.json,,86,Update lodash to 4.17.21,6.4,CVSS:3.1/AV:A/AC:L/PR:N/UI:N/S:C/C:H/I:H/A:N,ACTIVE,CVE-2024-27382,lodash,Amazon Linux,Medium,Amazon Linux-SA-2024-289,2026-06-02T14:37:37.000Z,,,6.2,CVSS:3.1/AV:A/AC:H/PR:L/UI:N/S:U/C:N/I:L/A:N,,,,,5.6,CVSS:3.1/AV:L/AC:H/PR:H/UI:R/S:U/C:L/I:L/A:N,,,AWS_ECR_CONTAINER_IMAGE,,,,,,,,,0.57186,NO,,,,,https://www.cve.org/CVERecord?id=CVE-2024-27382,Amazon Inspector container image scan,NODEPKG,,0,,,,,123456789012.dkr.ecr.us-west-2.amazonaws.com/analytics-collector,sha256:272b6ca308b2420382de0abb0e0bf6f2572107c7d308782cdfab6d7647f3add5,,
